Date,Tm,Opp,Result,MP,FG_T,FGA_T,FG%_T,2P_T,2PA_T,2P%_T,3P_T,3PA_T,3P%_T,FT_T,FTA_T,FT%_T,PTS_T,FG_O,FGA_O,FG%_O,2P_O,2PA_O,2P%_O,3P_O,3PA_O,3P%_O,FT_O,FTA_O,FT%_O,PTS_O
2019-10-30,HOU,WAS,W 159-158,240,55,103,.534,32,49,.653,23,54,.426,26,33,.788,159,57,91,.626,37,55,.673,20,36,.556,24,29,.828,158
2019-10-30,WAS,HOU,L 158-159,240,57,91,.626,37,55,.673,20,36,.556,24,29,.828,158,55,103,.534,32,49,.653,23,54,.426,26,33,.788,159
2019-11-30,HOU,ATL,W 158-111,240,52,89,.584,27,38,.711,25,51,.490,29,34,.853,158,38,89,.427,23,43,.535,15,46,.326,20,25,.800,111
2019-11-16,LAC,ATL,W 150-101,240,50,93,.538,33,60,.550,17,33,.515,33,35,.943,150,34,90,.378,28,66,.424,6,24,.250,27,37,.730,101
2019-12-01,LAC,WAS,W 150-125,240,52,94,.553,38,62,.613,14,32,.438,32,40,.800,150,47,102,.461,36,72,.500,11,30,.367,20,27,.741,125
2019-12-23,SAS,MEM,W 145-115,240,60,89,.674,45,65,.692,15,24,.625,10,14,.714,145,45,96,.469,30,59,.508,15,37,.405,10,16,.625,115
2019-11-22,DAL,CLE,W 143-101,240,58,100,.580,38,63,.603,20,37,.541,7,9,.778,143,37,86,.430,25,57,.439,12,29,.414,15,17,.882,101
2019-12-17,NYK,ATL,W 143-120,240,53,95,.558,40,67,.597,13,28,.464,24,31,.774,143,45,99,.455,30,56,.536,15,43,.349,15,20,.750,120
2019-11-20,DAL,GSW,W 142-94,240,51,90,.567,29,52,.558,22,38,.579,18,23,.783,142,35,90,.389,27,63,.429,8,27,.296,16,25,.640,94
2019-12-08,LAL,MIN,W 142-125,240,55,94,.585,41,63,.651,14,31,.452,18,20,.900,142,44,84,.524,29,47,.617,15,37,.405,22,26,.846,125
2019-10-24,LAC,GSW,W 141-122,240,50,80,.625,32,48,.667,18,32,.563,23,30,.767,141,39,99,.394,24,57,.421,15,42,.357,29,30,.967,122
2019-12-07,PHI,CLE,W 141-94,240,57,90,.633,46,64,.719,11,26,.423,16,23,.696,141,36,96,.375,27,61,.443,9,35,.257,13,17,.765,94
2019-12-28,DAL,GSW,W 141-121,240,48,92,.522,24,41,.585,24,51,.471,21,21,1.000,141,45,93,.484,27,54,.500,18,39,.462,13,17,.765,121
2019-11-13,BOS,WAS,W 140-133,240,49,96,.510,33,60,.550,16,36,.444,26,29,.897,140,50,96,.521,39,67,.582,11,29,.379,22,27,.815,133
2019-11-27,WAS,PHO,W 140-132,240,51,89,.573,32,54,.593,19,35,.543,19,20,.950,140,48,93,.516,33,55,.600,15,38,.395,21,24,.875,132
2020-01-04,MEM,LAC,W 140-114,240,49,96,.510,31,57,.544,18,39,.462,24,28,.857,140,45,101,.446,38,71,.535,7,30,.233,17,22,.773,114
2020-01-11,BOS,NOP,W 140-105,240,55,100,.550,41,71,.577,14,29,.483,16,18,.889,140,40,100,.400,26,55,.473,14,45,.311,11,18,.611,105
2020-01-17,TOR,WAS,W 140-111,240,52,91,.571,30,48,.625,22,43,.512,14,16,.875,140,40,89,.449,25,54,.463,15,35,.429,16,23,.696,111
2019-12-05,PHO,NOP,W 139-132 (OT),265,50,106,.472,36,70,.514,14,36,.389,25,27,.926,139,44,87,.506,27,46,.587,17,41,.415,27,35,.771,132
2019-12-06,OKC,MIN,W 139-127 (OT),265,49,88,.557,44,70,.629,5,18,.278,36,40,.900,139,50,96,.521,37,58,.638,13,38,.342,14,20,.700,127
2019-12-21,HOU,PHO,W 139-125,240,51,87,.586,32,46,.696,19,41,.463,18,23,.783,139,47,91,.516,39,63,.619,8,28,.286,23,30,.767,125
2020-01-11,HOU,MIN,W 139-109,240,49,95,.516,31,50,.620,18,45,.400,23,29,.793,139,36,95,.379,23,47,.489,13,48,.271,24,36,.667,109
2019-11-09,DAL,MEM,W 138-122,240,52,97,.536,34,55,.618,18,42,.429,16,20,.800,138,50,95,.526,38,59,.644,12,36,.333,10,14,.714,122
2019-11-10,PHO,BRK,W 138-112,240,52,99,.525,33,57,.579,19,42,.452,15,19,.789,138,44,91,.484,36,57,.632,8,34,.235,16,17,.941,112
2019-11-20,WAS,SAS,W 138-132,240,54,92,.587,36,62,.581,18,30,.600,12,15,.800,138,49,93,.527,37,61,.607,12,32,.375,22,29,.759,132
2020-01-16,NOP,UTA,W 138-132 (OT),265,51,93,.548,40,67,.597,11,26,.423,25,35,.714,138,46,100,.460,31,61,.508,15,39,.385,25,32,.781,132
2019-11-06,MEM,MIN,W 137-121,240,50,88,.568,38,65,.585,12,23,.522,25,30,.833,137,43,96,.448,27,51,.529,16,45,.356,19,26,.731,121
2019-11-15,WAS,MIN,W 137-116,240,54,100,.540,44,72,.611,10,28,.357,19,25,.760,137,42,89,.472,31,52,.596,11,37,.297,21,29,.724,116
2019-11-21,MIL,POR,W 137-129,240,50,106,.472,34,63,.540,16,43,.372,21,26,.808,137,50,103,.485,33,64,.516,17,39,.436,12,14,.857,129
2019-11-24,DAL,HOU,W 137-123,240,49,102,.480,32,58,.552,17,44,.386,22,28,.786,137,45,98,.459,35,54,.648,10,44,.227,23,31,.742,123
2019-11-30,MIL,CHO,W 137-96,240,54,96,.563,34,52,.654,20,44,.455,9,15,.600,137,37,101,.366,22,56,.393,15,45,.333,7,8,.875,96
2019-11-27,POR,OKC,W 136-119,240,49,94,.521,35,64,.547,14,30,.467,24,24,1.000,136,39,88,.443,28,53,.528,11,35,.314,30,38,.789,119
2019-12-06,LAL,POR,W 136-113,240,46,85,.541,29,49,.592,17,36,.472,27,33,.818,136,39,86,.453,29,52,.558,10,34,.294,25,29,.862,113
2019-12-11,CHI,ATL,W 136-102,240,54,94,.574,43,70,.614,11,24,.458,17,19,.895,136,35,83,.422,22,45,.489,13,38,.342,19,26,.731,102
2019-12-28,SAS,DET,W 136-109,240,53,93,.570,35,58,.603,18,35,.514,12,15,.800,136,40,90,.444,28,54,.519,12,36,.333,17,30,.567,109
2019-11-04,BRK,NOP,W 135-125,240,49,92,.533,33,51,.647,16,41,.390,21,28,.750,135,48,97,.495,35,65,.538,13,32,.406,16,21,.762,125
2019-11-09,BOS,SAS,W 135-115,240,48,94,.511,34,57,.596,14,37,.378,25,28,.893,135,39,99,.394,25,69,.362,14,30,.467,23,30,.767,115
2019-11-20,MIL,ATL,W 135-127,240,46,87,.529,29,44,.659,17,43,.395,26,34,.765,135,44,96,.458,30,65,.462,14,31,.452,25,31,.806,127
2019-12-03,SAS,HOU,W 135-133 (2OT),290,50,106,.472,37,76,.487,13,30,.433,22,32,.688,135,42,111,.378,27,60,.450,15,51,.294,34,36,.944,133
2019-12-08,LAC,WAS,W 135-119,240,50,96,.521,35,56,.625,15,40,.375,20,27,.741,135,40,88,.455,26,55,.473,14,33,.424,25,30,.833,119
2019-12-10,MIA,ATL,W 135-121 (OT),265,53,103,.515,39,62,.629,14,41,.341,15,22,.682,135,45,95,.474,25,41,.610,20,54,.370,11,18,.611,121
2020-01-05,LAC,NYK,W 135-132,240,45,83,.542,27,51,.529,18,32,.563,27,33,.818,135,48,84,.571,36,61,.590,12,23,.522,24,37,.649,132
2019-10-27,MEM,BRK,W 134-133 (OT),265,50,103,.485,36,70,.514,14,33,.424,20,25,.800,134,44,101,.436,29,56,.518,15,45,.333,30,37,.811,133
2019-10-28,GSW,NOP,W 134-123,240,51,104,.490,37,69,.536,14,35,.400,18,24,.750,134,48,103,.466,33,56,.589,15,47,.319,12,22,.545,123
2019-11-04,MIL,MIN,W 134-106,240,50,93,.538,36,54,.667,14,39,.359,20,30,.667,134,37,103,.359,24,60,.400,13,43,.302,19,22,.864,106
2019-11-24,LAC,NOP,W 134-109,240,46,98,.469,30,55,.545,16,43,.372,26,33,.788,134,43,98,.439,30,57,.526,13,41,.317,10,18,.556,109
2019-12-21,LAC,SAS,W 134-109,240,54,99,.545,42,63,.667,12,36,.333,14,19,.737,134,42,82,.512,32,54,.593,10,28,.357,15,19,.789,109
2020-01-10,MEM,SAS,W 134-121,240,52,100,.520,36,62,.581,16,38,.421,14,16,.875,134,42,87,.483,25,47,.532,17,40,.425,20,23,.870,121
2020-01-16,DEN,GSW,W 134-131 (OT),265,47,100,.470,30,65,.462,17,35,.486,23,26,.885,134,42,95,.442,22,50,.440,20,45,.444,27,31,.871,131
2019-10-27,BRK,MEM,L 133-134 (OT),265,44,101,.436,29,56,.518,15,45,.333,30,37,.811,133,50,103,.485,36,70,.514,14,33,.424,20,25,.800,134
2019-11-13,WAS,BOS,L 133-140,240,50,96,.521,39,67,.582,11,29,.379,22,27,.815,133,49,96,.510,33,60,.550,16,36,.444,26,29,.897,140
2019-12-03,HOU,SAS,L 133-135 (2OT),290,42,111,.378,27,60,.450,15,51,.294,34,36,.944,133,50,106,.472,37,76,.487,13,30,.433,22,32,.688,135
2019-12-16,WAS,DET,W 133-119,240,49,88,.557,31,54,.574,18,34,.529,17,21,.810,133,41,86,.477,28,47,.596,13,39,.333,24,34,.706,119
2019-12-16,TOR,CLE,W 133-113,240,52,89,.584,36,57,.632,16,32,.500,13,17,.765,133,44,90,.489,32,55,.582,12,35,.343,13,17,.765,113
2019-11-14,NOP,LAC,W 132-127,240,47,98,.480,29,64,.453,18,34,.529,20,29,.690,132,46,84,.548,35,60,.583,11,24,.458,24,31,.774,127
2019-11-18,HOU,POR,W 132-108,240,47,100,.470,30,55,.545,17,45,.378,21,26,.808,132,40,96,.417,29,60,.483,11,36,.306,17,23,.739,108
2019-11-18,TOR,CHO,W 132-96,240,50,97,.515,30,54,.556,20,43,.465,12,15,.800,132,33,78,.423,18,33,.545,15,45,.333,15,24,.625,96
2019-11-20,SAS,WAS,L 132-138,240,49,93,.527,37,61,.607,12,32,.375,22,29,.759,132,54,92,.587,36,62,.581,18,30,.600,12,15,.800,138
2019-11-27,PHO,WAS,L 132-140,240,48,93,.516,33,55,.600,15,38,.395,21,24,.875,132,51,89,.573,32,54,.593,19,35,.543,19,20,.950,140
2019-12-01,DET,SAS,W 132-98,240,52,88,.591,37,57,.649,15,31,.484,13,18,.722,132,36,88,.409,29,62,.468,7,26,.269,19,22,.864,98
2019-12-02,MIL,NYK,W 132-88,240,48,86,.558,32,51,.627,16,35,.457,20,32,.625,132,28,91,.308,18,52,.346,10,39,.256,22,33,.667,88
2019-12-05,NOP,PHO,L 132-139 (OT),265,44,87,.506,27,46,.587,17,41,.415,27,35,.771,132,50,106,.472,36,70,.514,14,36,.389,25,27,.926,139
2019-12-26,DET,WAS,W 132-102,240,46,86,.535,27,38,.711,19,48,.396,21,26,.808,132,38,92,.413,31,68,.456,7,24,.292,19,27,.704,102
2020-01-05,NYK,LAC,L 132-135,240,48,84,.571,36,61,.590,12,23,.522,24,37,.649,132,45,83,.542,27,51,.529,18,32,.563,27,33,.818,135
2020-01-16,UTA,NOP,L 132-138 (OT),265,46,100,.460,31,61,.508,15,39,.385,25,32,.781,132,51,93,.548,40,67,.597,11,26,.423,25,35,.714,138
2019-10-26,MIA,MIL,W 131-126 (OT),265,46,101,.455,30,57,.526,16,44,.364,23,36,.639,131,41,94,.436,24,40,.600,17,54,.315,27,35,.771,126
2019-11-02,MIN,WAS,W 131-109,240,51,94,.543,34,55,.618,17,39,.436,12,17,.706,131,37,95,.389,25,60,.417,12,35,.343,23,27,.852,109
2019-11-03,DAL,CLE,W 131-111,240,50,94,.532,30,53,.566,20,41,.488,11,13,.846,131,39,96,.406,21,48,.438,18,48,.375,15,22,.682,111
2019-11-17,DEN,MEM,W 131-114,240,49,89,.551,31,57,.544,18,32,.563,15,23,.652,131,39,84,.464,23,48,.479,16,36,.444,20,24,.833,114
2020-01-16,GSW,DEN,L 131-134 (OT),265,42,95,.442,22,50,.440,20,45,.444,27,31,.871,131,47,100,.470,30,65,.462,17,35,.486,23,26,.885,134
2019-10-22,TOR,NOP,W 130-122 (OT),265,42,103,.408,28,63,.444,14,40,.350,32,38,.842,130,43,102,.422,24,57,.421,19,45,.422,17,20,.850,122
2019-10-26,PHO,LAC,W 130-122,240,43,86,.500,26,43,.605,17,43,.395,27,34,.794,130,40,87,.460,29,55,.527,11,32,.344,31,39,.795,122
2019-11-22,LAL,OKC,W 130-127,240,45,88,.511,28,57,.491,17,31,.548,23,29,.793,130,49,93,.527,38,62,.613,11,31,.355,18,20,.900,127
2019-12-01,TOR,UTA,W 130-110,240,47,90,.522,28,54,.519,19,36,.528,17,21,.810,130,38,90,.422,25,55,.455,13,35,.371,21,29,.724,110
2019-12-04,BRK,ATL,W 130-118,240,50,101,.495,36,70,.514,14,31,.452,16,18,.889,130,48,90,.533,39,64,.609,9,26,.346,13,21,.619,118
2019-12-07,DAL,NOP,W 130-84,240,46,86,.535,33,48,.688,13,38,.342,25,31,.806,130,32,89,.360,29,57,.509,3,32,.094,17,21,.810,84
2019-12-13,HOU,ORL,W 130-107,240,48,86,.558,26,47,.553,22,39,.564,12,13,.923,130,40,91,.440,25,54,.463,15,37,.405,12,16,.750,107
2019-12-15,ORL,NOP,W 130-119,240,46,89,.517,29,55,.527,17,34,.500,21,26,.808,130,47,88,.534,28,45,.622,19,43,.442,6,12,.500,119
2019-12-31,HOU,DEN,W 130-104,240,46,87,.529,30,53,.566,16,34,.471,22,31,.710,130,45,97,.464,37,72,.514,8,25,.320,6,9,.667,104
2020-01-15,TOR,OKC,W 130-121,240,52,85,.612,37,58,.638,15,27,.556,11,15,.733,130,43,85,.506,27,43,.628,16,42,.381,19,20,.950,121
2019-10-28,MIL,CLE,W 129-112,240,48,92,.522,31,54,.574,17,38,.447,16,24,.667,129,45,100,.450,33,61,.541,12,39,.308,10,12,.833,112
2019-11-02,PHI,POR,W 129-128,240,54,107,.505,43,74,.581,11,33,.333,10,12,.833,129,45,78,.577,26,44,.591,19,34,.559,19,25,.760,128
2019-11-03,MIA,HOU,W 129-100,240,47,89,.528,29,48,.604,18,41,.439,17,22,.773,129,31,79,.392,17,31,.548,14,48,.292,24,31,.774,100
2019-11-06,HOU,GSW,W 129-112,240,48,97,.495,27,52,.519,21,45,.467,12,19,.632,129,38,96,.396,25,63,.397,13,33,.394,23,28,.821,112
2019-11-06,MIL,LAC,W 129-124,240,42,98,.429,24,49,.490,18,49,.367,27,34,.794,129,41,98,.418,28,67,.418,13,31,.419,29,36,.806,124
2019-11-13,MIN,SAS,W 129-114,240,45,91,.495,34,57,.596,11,34,.324,28,34,.824,129,44,90,.489,41,73,.562,3,17,.176,23,29,.793,114
2019-11-21,POR,MIL,L 129-137,240,50,103,.485,33,64,.516,17,39,.436,12,14,.857,129,50,106,.472,34,63,.540,16,43,.372,21,26,.808,137
2019-12-05,DEN,NYK,W 129-92,240,49,87,.563,28,48,.583,21,39,.538,10,18,.556,129,34,83,.410,25,49,.510,9,34,.265,15,23,.652,92
2019-12-20,MIA,NYK,W 129-114,240,43,77,.558,25,39,.641,18,38,.474,25,34,.735,129,41,94,.436,31,60,.517,10,34,.294,22,33,.667,114
2019-12-27,BOS,CLE,W 129-117,240,49,95,.516,35,55,.636,14,40,.350,17,19,.895,129,44,85,.518,35,62,.565,9,23,.391,20,29,.690,117
2020-01-08,SAS,BOS,W 129-114,240,48,87,.552,39,58,.672,9,29,.310,24,26,.923,129,37,89,.416,24,51,.471,13,38,.342,27,30,.900,114
2020-01-10,LAL,DAL,W 129-114,240,47,89,.528,37,65,.569,10,24,.417,25,32,.781,129,39,96,.406,28,58,.483,11,38,.289,25,37,.676,114
2019-11-02,POR,PHI,L 128-129,240,45,78,.577,26,44,.591,19,34,.559,19,25,.760,128,54,107,.505,43,74,.581,11,33,.333,10,12,.833,129
2019-11-14,PHO,ATL,W 128-112,240,41,85,.482,26,46,.565,15,39,.385,31,38,.816,128,40,91,.440,32,60,.533,8,31,.258,24,30,.800,112
2019-11-22,DET,ATL,W 128-103,240,49,82,.598,32,48,.667,17,34,.500,13,20,.650,128,38,88,.432,28,51,.549,10,37,.270,17,17,1.000,103
2019-11-23,UTA,NOP,W 128-120,240,42,82,.512,27,46,.587,15,36,.417,29,33,.879,128,42,101,.416,25,60,.417,17,41,.415,19,20,.950,120
2019-12-04,ORL,PHO,W 128-114,240,49,85,.576,35,60,.583,14,25,.560,16,20,.800,128,43,88,.489,28,55,.509,15,33,.455,13,20,.650,114
2019-12-14,MEM,WAS,W 128-111,240,48,84,.571,37,57,.649,11,27,.407,21,24,.875,128,36,85,.424,22,47,.468,14,38,.368,25,32,.781,111
2019-12-22,DEN,LAL,W 128-104,240,45,92,.489,34,60,.567,11,32,.344,27,30,.900,128,39,83,.470,29,54,.537,10,29,.345,16,22,.727,104
2019-12-28,LAL,POR,W 128-120,240,47,91,.516,36,59,.610,11,32,.344,23,28,.821,128,41,86,.477,26,51,.510,15,35,.429,23,27,.852,120
Date,Tm,Opp,Result,MP,FG_T,FGA_T,FG%_T,2P_T,2PA_T,2P%_T,3P_T,3PA_T,3P%_T,FT_T,FTA_T,FT%_T,PTS_T,FG_O,FGA_O,FG%_O,2P_O,2PA_O,2P%_O,3P_O,3PA_O,3P%_O,FT_O,FTA_O,FT%_O,PTS_O
2020-01-02,SAC,MEM,W 128-123,240,44,90,.489,30,56,.536,14,34,.412,26,31,.839,128,45,93,.484,32,59,.542,13,34,.382,20,21,.952,123
2020-01-04,WAS,DEN,W 128-114,240,50,91,.549,44,75,.587,6,16,.375,22,27,.815,128,40,87,.460,34,58,.586,6,29,.207,28,34,.824,114
2020-01-06,UTA,NOP,W 128-126,240,46,90,.511,30,57,.526,16,33,.485,20,24,.833,128,45,94,.479,33,63,.524,12,31,.387,24,30,.800,126
2020-01-08,UTA,NYK,W 128-104,240,49,90,.544,33,47,.702,16,43,.372,14,23,.609,128,42,97,.433,33,72,.458,9,25,.360,11,11,1.000,104
2020-01-13,LAL,CLE,W 128-99,240,48,88,.545,37,58,.638,11,30,.367,21,28,.750,128,38,85,.447,31,60,.517,7,25,.280,16,24,.667,99
2020-01-14,LAC,CLE,W 128-103,240,49,94,.521,34,56,.607,15,38,.395,15,21,.714,128,38,91,.418,24,54,.444,14,37,.378,13,15,.867,103
2020-01-14,MIL,NYK,W 128-102,240,45,92,.489,30,56,.536,15,36,.417,23,28,.821,128,36,102,.353,25,65,.385,11,37,.297,19,26,.731,102
2020-01-16,MIL,BOS,W 128-123,240,43,87,.494,27,56,.482,16,31,.516,26,37,.703,128,43,98,.439,28,49,.571,15,49,.306,22,27,.815,123
2019-10-23,MIN,BRK,W 127-126 (OT),265,46,108,.426,33,65,.508,13,43,.302,22,28,.786,127,48,101,.475,33,67,.493,15,34,.441,15,26,.577,126
2019-11-01,SAS,GSW,W 127-110,240,44,93,.473,31,58,.534,13,35,.371,26,30,.867,127,39,84,.464,26,56,.464,13,28,.464,19,21,.905,110
2019-11-04,GSW,POR,W 127-118,240,42,86,.488,32,60,.533,10,26,.385,33,36,.917,127,47,105,.448,34,65,.523,13,40,.325,11,14,.786,118
2019-11-14,LAC,NOP,L 127-132,240,46,84,.548,35,60,.583,11,24,.458,24,31,.774,127,47,98,.480,29,64,.453,18,34,.529,20,29,.690,132
2019-11-15,OKC,PHI,W 127-119 (OT),265,41,76,.539,31,52,.596,10,24,.417,35,41,.854,127,45,90,.500,31,58,.534,14,32,.438,15,22,.682,119
2019-11-20,ATL,MIL,L 127-135,240,44,96,.458,30,65,.462,14,31,.452,25,31,.806,127,46,87,.529,29,44,.659,17,43,.395,26,34,.765,135
2019-11-22,OKC,LAL,L 127-130,240,49,93,.527,38,62,.613,11,31,.355,18,20,.900,127,45,88,.511,28,57,.491,17,31,.548,23,29,.793,130
2019-12-03,DET,CLE,W 127-94,240,51,94,.543,33,59,.559,18,35,.514,7,11,.636,127,38,90,.422,30,63,.476,8,27,.296,10,14,.714,94
2019-12-03,ORL,WAS,W 127-120,240,46,90,.511,31,59,.525,15,31,.484,20,27,.741,127,45,89,.506,33,54,.611,12,35,.343,18,23,.783,120
2019-12-04,MIL,DET,W 127-103,240,44,90,.489,30,55,.545,14,35,.400,25,27,.926,127,39,93,.419,28,57,.491,11,36,.306,14,22,.636,103
2019-12-04,POR,SAC,W 127-116,240,47,84,.560,31,52,.596,16,32,.500,17,21,.810,127,44,95,.463,33,61,.541,11,34,.324,17,23,.739,116
